term,crn,note,course,title,xlist,xlist_crn,instructor,group,theme,graduate_level,year_long,subject,status,units,quarter,duration,no_prereq,days,time,location,meetings,seats_available,reserved_seats,instruction_mode
Spring 2024,30883,,REL 259 S,Jews across the Americas,"['CRES 333', 'ENG 303']","['30499', '30498']","Leibman, Laura",['2'],['Comp Race & Ethnicity Studies'],,N,Religion,active,1,,1 semester,N,['MWF'],['11:00-11:50'],['VOLLUM 110'],"[['Monday', '1100', '1150', 'VOLLUM 110'], ['Wednesday', '1100', '1150', 'VOLLUM 110'], ['Friday', '1100', '1150', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30895,,FREN 390 S,Postwar French Cinema,[],[],"Witt, Catherine",['1'],['Film and Media Studies'],,N,French,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['VOLLUM 134'],"[['Tuesday', '1340', '1500', 'VOLLUM 134'], ['Thursday', '1340', '1500', 'VOLLUM 134']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30998,,BIOL 332 S02,Vascular Plant Diversity,[],[],"Karoly, Keith","['3', '3+']",['Environmental Studies'],,N,Biology,active,1,,1 semester,N,"['MWF', 'Th']","['11:00-11:50', '13:40-17:30']","['LIB 340', 'BIOL 219']","[['Monday', '1100', '1150', 'LIB 340'], ['Wednesday', '1100', '1150', 'LIB 340'], ['Friday', '1100', '1150', 'LIB 340'], ['Thursday', '1340', '1730', 'BIOL 219']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30118,,CHEM 102 SL5,Chemical Reactivity: Lab,[],[],"Poletti, Patrick","['3', '3+']",[],,N,Chemistry,active,0,,1 semester,N,['W'],['18:10-21:00'],['CHEM 308'],"[['Wednesday', '1810', '2100', 'CHEM 308']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30134,,CHEM 102 SL6,Chemical Reactivity: Lab,[],[],"Poletti, Patrick","['3', '3+']",[],,N,Chemistry,active,0,,1 semester,N,['Th'],['13:40-16:30'],['CHEM 308'],"[['Thursday', '1340', '1630', 'CHEM 308']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30303,,CHEM 102 S23,Chemical Reactivity,[],[],"Cass, Danielle","['3', '3+']",[],,N,Chemistry,active,1,,1 semester,N,"['MWF', 'Th']","['11:00-11:50', '11:00-11:50']","['VOLLUM VLH', 'CHEM 105']","[['Monday', '1100', '1150', 'VOLLUM VLH'], ['Wednesday', '1100', '1150', 'VOLLUM VLH'], ['Friday', '1100', '1150', 'VOLLUM VLH'], ['Thursday', '1100', '1150', 'CHEM 105']]",,N,In-Person Instruction Only
Spring 2024,30964,"Each section of DANC 101 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate section from the Dance 101 course listings.",PE 103 3B1 Qtr 1,Ballet I-II PE Credit,[],[],"Fortuna, Victoria",[],[],,N,Physical Education,active,0,1,1st quarter,N,['MW'],['18:10-19:30'],['PERF 240'],"[['Monday', '1810', '1930', 'PERF 240'], ['Wednesday', '1810', '1930', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30967,"Each section of DANC 101 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate section from the Dance 101 course listings.",PE 103 3H3 Qtr 1,Hip-Hop Dance III-IV PE Credit,[],[],"Fortuna, Victoria",[],[],,N,Physical Education,active,0,1,1st quarter,N,['Tu'],['18:10-19:30'],['PERF 128'],"[['Tuesday', '1810', '1930', 'PERF 128']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31263,,PE 103 PIL Qtr 1,Pilates,[],[],"Bradley, Mary",[],[],,N,Physical Education,active,0,1,1st quarter,N,['MW'],['12:00-12:50'],['SPORTS DANCE'],"[['Monday', '1200', '1250', 'SPORTS DANCE'], ['Wednesday', '1200', '1250', 'SPORTS DANCE']]",,N,In-Person Instruction Only
Spring 2024,31267,,PE 103 MA1 Qtr 1,Intro to Martial Arts,[],[],"Morrison, James",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['16:10-17:00'],['SPORTS MAT'],"[['Tuesday', '1610', '1700', 'SPORTS MAT'], ['Thursday', '1610', '1700', 'SPORTS MAT']]",,N,In-Person Instruction Only
Spring 2024,31277,,PE 103 TC2 Qtr 1,Tai Chi - Intermediate,[],[],"Sitt, Eliot",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['16:10-17:00'],['SPORTS DANCE'],"[['Tuesday', '1610', '1700', 'SPORTS DANCE'], ['Thursday', '1610', '1700', 'SPORTS DANCE']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31278,"Ultimate Frisbee has a team sport fee for the academic year (travel, tournament fees, membership dues).",PE 103 UFB Qtr 1,Ultimate Frisbee,[],[],"Hursey, Aaron",[],[],,N,Physical Education,active,0,1,1st quarter,N,"['Su', 'F']","['14:10-16:00', '16:10-18:00']","['SPORTS FIELDU', 'SPORTS FIELDL']","[['Sunday', '1410', '1600', 'SPORTS FIELDU'], ['Friday', '1610', '1800', 'SPORTS FIELDL']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31281,,PE 103 XAM Qtr 1,A.M. Yoga - All Levels,[],[],"Kraai, Abby",[],[],,N,Physical Education,active,0,1,1st quarter,N,['MW'],['07:45-08:45'],['PERF 240'],"[['Monday', '0745', '0845', 'PERF 240'], ['Wednesday', '0745', '0845', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31283,,PE 103 XY1 Qtr 1,Yoga - Hatha,[],[],"Lake-Freeman, Maya",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['17:10-18:00'],['SPORTS DANCE'],"[['Tuesday', '1710', '1800', 'SPORTS DANCE'], ['Thursday', '1710', '1800', 'SPORTS DANCE']]",,N,In-Person Instruction Only
Spring 2024,31285,,PE 103 XYR Qtr 1,Yoga for Relaxation,[],[],"Lake-Freeman, Maya",[],[],,N,Physical Education,active,0,1,1st quarter,N,['TuTh'],['18:10-19:00'],['SPORTS DANCE'],"[['Tuesday', '1810', '1900', 'SPORTS DANCE'], ['Thursday', '1810', '1900', 'SPORTS DANCE']]",,N,In-Person Instruction Only
Spring 2024,30973,"DANC 100 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit instead, do not register for these PE sections and register for the appropriate section from the Dance 100 course listings.",PE 104 100 Qtr 2,Dance Production PE Credit,[],[],"Mann, Carla",[],[],,N,Physical Education,active,0,2,2nd quarter,N,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,30975,"Each section of DANC 101 is offered as either academic credit or as PE credit. This section is for PE credit only, for one quarter only. Students must register for both quarters (the full semester): PE 103 and PE 104. 
To register for academic credit, do not register for these PE sections, and instead register for the appropriate section from the Dance 101 course listings.",PE 104 4B3 Qtr 2,Ballet III-IV PE Credit,[],[],"Fortuna, Victoria",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['16:40-18:00'],['PERF 240'],"[['Monday', '1640', '1800', 'PERF 240'], ['Wednesday', '1640', '1800', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31309,,PE 104 SDA Qtr 2,Applied Fitness & Self Defense,[],[],"Thomas, Maria",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['F'],['16:10-18:10'],['SPORTS MAT'],"[['Friday', '1610', '1810', 'SPORTS MAT']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31320,,PE 104 XAM Qtr 2,A.M. Yoga - All Levels,[],[],"Kraai, Abby",[],[],,N,Physical Education,active,0,2,2nd quarter,N,['MW'],['07:45-08:45'],['SPORTS DANCE'],"[['Monday', '0745', '0845', 'SPORTS DANCE'], ['Wednesday', '0745', '0845', 'SPORTS DANCE']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31062,,PHYS 332 S03,Advanced Laboratory II,[],[],Staff,"['3', '3+']",[],,N,Physics,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30635,,REL 201 S,Theories & Methods,[],[],"Foat, Michael",['2'],[],,N,Religion,active,1,,1 semester,N,['MWF'],['11:00-11:50'],['ETC 211'],"[['Monday', '1100', '1150', 'ETC 211'], ['Wednesday', '1100', '1150', 'ETC 211'], ['Friday', '1100', '1150', 'ETC 211']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31251,,PHYS 102 S04,General Physics II,[],[],"Schroeter, Darrell","['3', '3+']",[],,N,Physics,active,1,,1 semester,N,"['MWF', 'Tu']","['10:00-10:50', '13:40-15:00']","['VOLLUM VLH', 'PHYSIC 123']","[['Monday', '1000', '1050', 'VOLLUM VLH'], ['Wednesday', '1000', '1050', 'VOLLUM VLH'], ['Friday', '1000', '1050', 'VOLLUM VLH'], ['Tuesday', '1340', '1500', 'PHYSIC 123']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30021,,LING 470 Y,Thesis (Linguistics),[],[],Staff,[],[],,Y,Linguistics,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30012,,PHIL 470 Y,Thesis (Philosophy),[],[],Staff,[],[],,Y,Philosophy,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,30259,,NEUR 470 Y,Thesis (Neuroscience),[],[],Staff,[],[],,Y,Neuroscience,active,1,,Year-long,N,[],['TBD'],[],[],"any students, new students",N,N/A
Spring 2024,31008,,CSCI 221 S02,Computer Science II,[],[],"Anderson, Greg",['3'],[],,N,Computer Science,active,1,,1 semester,N,"['MW', 'Th']","['13:10-14:30', '19:40-21:00']","['LIB 340', 'ETC 211']","[['Monday', '1310', '1430', 'LIB 340'], ['Wednesday', '1310', '1430', 'LIB 340'], ['Thursday', '1940', '2100', 'ETC 211']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30885,,ENG 381 S,City in Film,[],[],"Harkin, Maureen",['1'],['Film and Media Studies'],,N,English,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['VOLLUM 120'],"[['Tuesday', '1030', '1150', 'VOLLUM 120'], ['Thursday', '1030', '1150', 'VOLLUM 120']]",,N,In-Person Instruction Only
Spring 2024,30615,,PSY 337 S,Psychophysiology,[],[],Staff,"['3', '3+']",[],,N,Psychology,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30886,,ENG 383 S,Adaptation Across Media,[],[],"Sanders, John",['1'],['Film and Media Studies'],,N,English,active,1,,1 semester,N,"['TuTh', 'W']","['16:40-18:00', '18:10-21:00']","['VOLLUM 116', 'BIOL 19']","[['Tuesday', '1640', '1800', 'VOLLUM 116'], ['Thursday', '1640', '1800', 'VOLLUM 116'], ['Wednesday', '1810', '2100', 'BIOL 19']]",,N,In-Person Instruction Only
Spring 2024,31098,,HIST 206 S,Anti-Colonial Movements,[],[],"Matsushita, Liz",['2'],[],,N,History,active,1,,1 semester,Y,['MWF'],['10:00-10:50'],['VOLLUM 126'],"[['Monday', '1000', '1050', 'VOLLUM 126'], ['Wednesday', '1000', '1050', 'VOLLUM 126'], ['Friday', '1000', '1050', 'VOLLUM 126']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31099,,HIST 224 S,Modern China thru Foreign Eyes,[],[],"Zhang, Xue",['2'],['Chinese Studies'],,N,History,active,1,,1 semester,Y,['TuTh'],['13:40-15:00'],['ELIOT 414'],"[['Tuesday', '1340', '1500', 'ELIOT 414'], ['Thursday', '1340', '1500', 'ELIOT 414']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31131,,REL 351 S,Bible and Ethnicity,['CRES 321'],['31140'],Staff,['2'],['Comp Race & Ethnicity Studies'],,N,Religion,cancelled,,,1 semester,N,,,,,,In-Person Instruction Only
Spring 2024,30547,"DANC 100 is offered as either academic credit (zero or one-half unit), or as PE credit. (To register for PE credit, do not register for this section of DANC 100, and instead register for BOTH quarters of the appropriate PE course).",DANC 100 S02,Dance Production,['DANC 100'],['30546'],"Mann, Carla",[],[],,N,Dance,active,0.5,,1 semester,Y,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,30222,,THEA 100 S01,Theatre Lab,[],[],"Wu, Barbie",['1'],[],,N,Theatre,active,0.5,,1 semester,Y,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,30180,,PHIL 370 S,Junior Seminar,[],[],"Scharle, Meg",['1'],[],,N,Philosophy,active,1,,1 semester,N,['TuTh'],['13:40-15:00'],['PHYSIC 121'],"[['Tuesday', '1340', '1500', 'PHYSIC 121'], ['Thursday', '1340', '1500', 'PHYSIC 121']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30930,,PHIL 412 S01,Adv Topics: Computation,[],[],"Bedau, Mark",['1'],[],,N,Philosophy,active,1,,1 semester,N,['W'],['13:10-16:00'],['PHYSIC 121'],"[['Wednesday', '1310', '1600', 'PHYSIC 121']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31067,,POL 240 S03,Intro to Int'l Relations,[],[],"Musthaq, Fathimath",['2'],[],,N,Political Science,active,1,,1 semester,Y,"['Tu', 'Th']","['13:40-15:00', '15:10-16:30']","['VOLLUM VLH', 'VOLLUM 134']","[['Tuesday', '1340', '1500', 'VOLLUM VLH'], ['Thursday', '1510', '1630', 'VOLLUM 134']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31166,,PSY 208 S02 Qtr 2,Methods-Cognitive Psychology,[],[],"Safin, Vasiliy","['3', '3+']",[],,N,Psychology,active,0.25,2,2nd quarter,N,['Th'],['13:40-15:00'],['PSYCH 103'],"[['Thursday', '1340', '1500', 'PSYCH 103']]",,Y,In-Person Instruction Only
Spring 2024,30853,,ANTH 425 S,Marx from the South,[],[],"Vaidya, Anand",['2'],[],,N,Anthropology,active,1,,1 semester,N,['Tu'],['15:10-18:00'],['ELIOT 405'],"[['Tuesday', '1510', '1800', 'ELIOT 405']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30939,,REL 348 S,Works of Mercy,[],[],"Foat, Michael",['2'],[],,N,Religion,active,1,,1 semester,N,['MWF'],['10:00-10:50'],['ETC 205'],"[['Monday', '1000', '1050', 'ETC 205'], ['Wednesday', '1000', '1050', 'ETC 205'], ['Friday', '1000', '1050', 'ETC 205']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30166,,REL 402 S,The Junior Seminar in Religion,[],[],"Foat, Michael",['2'],[],,N,Religion,active,1,,1 semester,N,['MW'],['13:10-14:30'],['ETC 205'],"[['Monday', '1310', '1430', 'ETC 205'], ['Wednesday', '1310', '1430', 'ETC 205']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30310,Open to firstyear students without prerequisite.,SOC 211 S02,Introduction to Sociology,[],[],"Ozkan, Yalcin",['2'],[],,N,Sociology,active,1,,1 semester,Y,['MW'],['14:40-16:00'],['VILASE ASPEN MR'],"[['Monday', '1440', '1600', 'VILASE ASPEN MR'], ['Wednesday', '1440', '1600', 'VILASE ASPEN MR']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30314,,SOC 390 S,Junior Research Colloquium,[],[],"Schneiberg, Marc",['2'],[],,N,Sociology,active,0.5,,1 semester,N,['F'],['09:00-11:50'],['VOLLUM 134'],"[['Friday', '0900', '1150', 'VOLLUM 134']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31016,,HUM 110 Y02,Introduction to the Humanities,[],[],"Delehanty, Ann",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'MWF']","['09:00-09:50', '10:00-10:50']","['VOLLUM VLH', 'VOLLUM 234']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Monday', '1000', '1050', 'VOLLUM 234'], ['Wednesday', '1000', '1050', 'VOLLUM 234'], ['Friday', '1000', '1050', 'VOLLUM 234']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31020,,HUM 110 Y06,Introduction to the Humanities,[],[],"King, Nathalia",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'TuTh']","['09:00-09:50', '10:30-11:50']","['VOLLUM VLH', 'VOLLUM 302']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Tuesday', '1030', '1150', 'VOLLUM 302'], ['Thursday', '1030', '1150', 'VOLLUM 302']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31025,,HUM 110 Y11,Introduction to the Humanities,[],[],"Nicholson, Nigel",[],[],,Y,Humanities,active,1.5,,Year-long,Y,"['MWF', 'TuTh']","['09:00-09:50', '13:40-15:00']","['VOLLUM VLH', 'LIB 203']","[['Monday', '0900', '0950', 'VOLLUM VLH'], ['Wednesday', '0900', '0950', 'VOLLUM VLH'], ['Friday', '0900', '0950', 'VOLLUM VLH'], ['Tuesday', '1340', '1500', 'LIB 203'], ['Thursday', '1340', '1500', 'LIB 203']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30920,,MATH 111 S01,Calculus,[],[],"Chang, Robert",['3'],[],,N,Mathematics,active,1,,1 semester,Y,['MWF'],['11:00-11:50'],['PHYSIC 240A'],"[['Monday', '1100', '1150', 'PHYSIC 240A'], ['Wednesday', '1100', '1150', 'PHYSIC 240A'], ['Friday', '1100', '1150', 'PHYSIC 240A']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30083,,MATH 112 S03,Intro to Analysis,[],[],"Robinson, Marcus",['3'],[],,N,Mathematics,active,1,,1 semester,N,['MWF'],['11:00-11:50'],['LIB 204'],"[['Monday', '1100', '1150', 'LIB 204'], ['Wednesday', '1100', '1150', 'LIB 204'], ['Friday', '1100', '1150', 'LIB 204']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30202,,MATH 113 S03,Discrete Structures,[],[],"Osorno, Angélica",['3'],[],,N,Mathematics,active,1,,1 semester,Y,['MWF'],['12:00-12:50'],['LIB 389'],"[['Monday', '1200', '1250', 'LIB 389'], ['Wednesday', '1200', '1250', 'LIB 389'], ['Friday', '1200', '1250', 'LIB 389']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,30188,,MATH 201 S01,Linear Algebra,[],[],"Pommersheim, Jamie",['3'],[],,N,Mathematics,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['LIB 204'],"[['Tuesday', '1030', '1150', 'LIB 204'], ['Thursday', '1030', '1150', 'LIB 204']]",,N,In-Person Instruction Only
Spring 2024,31088,,PSY 361 S01,Developmental Psychology,[],[],"Corpus, Jennifer","['3', '3+']",[],,N,Psychology,active,1,,1 semester,N,"['TuTh', 'Th']","['09:00-10:20', '11:00-11:50']","['PSYCH 103', 'PSYCH 103']","[['Tuesday', '0900', '1020', 'PSYCH 103'], ['Thursday', '0900', '1020', 'PSYCH 103'], ['Thursday', '1100', '1150', 'PSYCH 103']]",,N,In-Person Instruction Only
Spring 2024,30607,,ANTH 305 S,Musical Ethnography,['MUS 305'],['30294'],"Luker, Morgan",['2'],[],,N,Anthropology,active,1,,1 semester,Y,['TuTh'],['12:00-13:20'],['PERF 332'],"[['Tuesday', '1200', '1320', 'PERF 332'], ['Thursday', '1200', '1320', 'PERF 332']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30674,,MUS 108 SNC,Jazz Ensemble,['MUS 108'],['30673'],"Bunch, Monica Ohuchi",[],[],,N,Music,active,0,,1 semester,N,['M'],['17:10-20:00'],['PERF 320'],"[['Monday', '1710', '2000', 'PERF 320']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30869,,CHIN 346 S,Screening Post-Socialist China,['LITC 346'],['30870'],"Jiang, Jing",['1'],"['Chinese Studies', 'Film and Media Studies']",,N,Chinese,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['ELIOT 126'],"[['Tuesday', '1510', '1630', 'ELIOT 126'], ['Thursday', '1510', '1630', 'ELIOT 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30870,,LITC 346 S,Screening Post-Socialist China,['CHIN 346'],['30869'],"Jiang, Jing",['1'],"['Chinese Studies', 'Film and Media Studies']",,N,Lit - Eng Translation-Chinese,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['ELIOT 126'],"[['Tuesday', '1510', '1630', 'ELIOT 126'], ['Thursday', '1510', '1630', 'ELIOT 126']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31112,,ANME 100 S Qtr 1,Topography & Arch of Rome,[],[],"Sabnis, Sonia",[],[],,N,Ancient Mediterranean Studies,active,0.25,1,1st quarter,Y,[],['TBD'],[],[],"any students, new students",N,In-Person Instruction Only
Spring 2024,31164,,ANTH 379 S,Resources in Mediterranean,[],[],"Dinç, Nejat",['2'],['Environmental Studies'],,N,Anthropology,active,1,,1 semester,N,['TuTh'],['10:30-11:50'],['VOLLUM 118'],"[['Tuesday', '1030', '1150', 'VOLLUM 118'], ['Thursday', '1030', '1150', 'VOLLUM 118']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30846,,ANTH 201 S03,Topics:Decolonizng Archaeology,[],[],"Roche Recinos, Alejandra",['2'],[],,N,Anthropology,active,1,,1 semester,Y,['TuTh'],['13:40-15:00'],['ELIOT 416'],"[['Tuesday', '1340', '1500', 'ELIOT 416'], ['Thursday', '1340', '1500', 'ELIOT 416']]",,Y,In-Person Instruction Only
Spring 2024,30949,,SOC 231 S,Organizations,[],[],"Schneiberg, Marc",['2'],[],,N,Sociology,active,1,,1 semester,N,['Tu'],['18:10-21:00'],['ETC 208'],"[['Tuesday', '1810', '2100', 'ETC 208']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30626,,PSY 381 S,Sensation & Perception,[],[],"Pitts, Michael","['3', '3+']",[],,N,Psychology,active,1,,1 semester,N,"['TuTh', 'W']","['12:00-13:20', '14:40-16:00']","['VOLLUM 120', 'PSYCH 103']","[['Tuesday', '1200', '1320', 'VOLLUM 120'], ['Thursday', '1200', '1320', 'VOLLUM 120'], ['Wednesday', '1440', '1600', 'PSYCH 103']]",,N,In-Person Instruction Only
Spring 2024,30988,,BIOL 102 S03,Topics in Biology II,[],[],"Cerveny, Kara","['3', '3+']",[],,N,Biology,active,1,,1 semester,Y,"['TuTh', 'Th']","['09:00-10:20', '13:10-17:00']","['VOLLUM VLH', 'BIOL 5']","[['Tuesday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '0900', '1020', 'VOLLUM VLH'], ['Thursday', '1310', '1700', 'BIOL 5']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31005,,CSCI 121 S01,Computer Science I,[],[],"Blum, Erica",['3'],[],,N,Computer Science,active,1,,1 semester,Y,['MWF'],['13:10-14:30'],['LIB 389'],"[['Monday', '1310', '1430', 'LIB 389'], ['Wednesday', '1310', '1430', 'LIB 389'], ['Friday', '1310', '1430', 'LIB 389']]",,Y,In-Person Instruction Only
Spring 2024,30935,,REL 151 S01,Introduction to Judaism,[],[],"Handy, Chauncey",['2'],['Comp Race & Ethnicity Studies'],,N,Religion,active,1,,1 semester,Y,['MWF'],['12:00-12:50'],['LIB 41'],"[['Monday', '1200', '1250', 'LIB 41'], ['Wednesday', '1200', '1250', 'LIB 41'], ['Friday', '1200', '1250', 'LIB 41']]","any students, new students",Y,In-Person Instruction Only
Spring 2024,31404,,LIT 502 S,Epidemic and Community,[],[],"Gökberk, Ülker",[],[],Y,N,Lit - Literature,active,0.5,,1 semester,N,['Th'],['17:40-19:10'],['VOLLUM 228'],"[['Thursday', '1740', '1910', 'VOLLUM 228']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30907,,HIST 315 S01,"Race, Ethnicity and Empire",['CRES 385'],['30908'],"Natarajan, Radhika",['2'],['Comp Race & Ethnicity Studies'],,N,History,active,1,,1 semester,N,['MW'],['13:10-14:30'],['ELIOT 103'],"[['Monday', '1310', '1430', 'ELIOT 103'], ['Wednesday', '1310', '1430', 'ELIOT 103']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30912,,HIST 376 S,The United States in the 1970s,[],[],"Dirks, Jacqueline",['2'],[],,N,History,active,1,,1 semester,N,['TuTh'],['12:00-13:20'],['ELIOT 414'],"[['Tuesday', '1200', '1320', 'ELIOT 414'], ['Thursday', '1200', '1320', 'ELIOT 414']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31108,"Although the lecture is provided asynchronously online, the conferences are only offered in person. In-person attendance is required.",HUM 212 S03,The Birth of the Modern II,[],[],"Garrett, David","['1', '2']",[],,N,Humanities,active,1,,1 semester,Y,['TuTh'],"['10:30-11:50', 'TBD']","['VOLLUM 110', 'ONLINE']","[['Tuesday', '1030', '1150', 'VOLLUM 110'], ['Thursday', '1030', '1150', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30984,,BIOL 431 S02,Sem: Forest Canopy Research,[],[],"Ramirez, Aaron",['3'],['Environmental Studies'],,N,Biology,active,0.5,,1 semester,N,['Tu'],['13:40-15:00'],['BIOL 200A'],"[['Tuesday', '1340', '1500', 'BIOL 200A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31330,,BIOL 431 S03,Sem: Evolution's Rainbow,[],[],"Anderson, Andrew",['3'],[],,N,Biology,active,0.5,,1 semester,N,['M'],['14:40-16:00'],['PERF 131'],"[['Monday', '1440', '1600', 'PERF 131']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30944,,RUSS 394 S,Arctic Awakenings,['LITR 394'],['30945'],"Caffee, Naomi",['1'],['Comp Race & Ethnicity Studies'],,N,Russian,active,1,,1 semester,N,['TuTh'],['15:10-16:30'],['VOLLUM 110'],"[['Tuesday', '1510', '1630', 'VOLLUM 110'], ['Thursday', '1510', '1630', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30945,,LITR 394 S,Arctic Awakenings,['RUSS 394'],['30944'],"Caffee, Naomi",['1'],['Comp Race & Ethnicity Studies'],,N,Lit - Eng Translation-Russian,active,1,,1 semester,Y,['TuTh'],['15:10-16:30'],['VOLLUM 110'],"[['Tuesday', '1510', '1630', 'VOLLUM 110'], ['Thursday', '1510', '1630', 'VOLLUM 110']]","any students, new students",N,In-Person Instruction Only
Spring 2024,31153,,LIT 346 S,Introduction to Media Studies,['ART 346'],['30857'],"Cohen, Kris",['1'],['Film and Media Studies'],,N,Lit - Literature,active,1,,1 semester,Y,['MW'],['13:10-14:30'],['TRL 150'],"[['Monday', '1310', '1430', 'TRL 150'], ['Wednesday', '1310', '1430', 'TRL 150']]",,N,In-Person Instruction Only
Spring 2024,30695,,MATH 382 S,Algorithms & Data Structures,['CSCI 382'],['30233'],"Blum, Erica",['3'],[],,N,Mathematics,active,1,,1 semester,N,['MW'],['14:40-16:00'],['PHYSIC 240A'],"[['Monday', '1440', '1600', 'PHYSIC 240A'], ['Wednesday', '1440', '1600', 'PHYSIC 240A']]","any students, new students",N,In-Person Instruction Only
Spring 2024,30681,"DANC 112 is offered as either academic credit (one-half or one unit), or as PE credit, and may not be taken for both.",DANC 112 S02,Intro Cntp Dance:Cross Culture,['DANC 112'],['30680'],"Parsons-Akinjiola, Oluyinka",['1'],[],,N,Dance,active,1,,1 semester,Y,['TuTh'],['10:30-11:50'],['PERF 240'],"[['Tuesday', '1030', '1150', 'PERF 240'], ['Thursday', '1030', '1150', 'PERF 240']]","any students, new students",N,In-Person Instruction Only
